,SEX,VEH,SEX_S,AGE_index,AGE_S_index,PINCP_index,PINCP_S_index
7942,2,2,1,13,9,8,5
7943,1,2,2,17,17,8,3
7944,1,2,2,17,17,8,3
7945,1,2,1,13,13,8,8
7946,2,2,2,15,15,8,8
7947,2,2,2,21,21,3,3
7948,1,3,2,17,19,8,5
7949,1,3,2,17,19,8,5
7950,1,3,2,14,14,8,2
7951,1,3,2,14,14,8,2
7952,1,2,2,16,16,8,6
7953,1,2,2,16,16,8,6
7954,1,3,2,14,14,8,6
7955,1,3,2,14,14,8,6
7956,2,2,2,16,16,6,6
7957,1,2,2,15,15,8,8
7958,1,2,2,15,15,8,8
7959,1,2,2,8,8,3,1
7960,1,2,2,8,8,3,1
7961,1,4,2,14,14,8,4
7962,1,4,2,14,14,8,4
7963,2,2,1,14,15,8,7
7964,2,2,1,14,15,8,7
7965,1,2,2,17,18,8,8
7966,1,2,2,17,18,8,8
7967,2,2,1,16,18,8,5
7968,2,2,1,16,18,8,5
7969,1,3,2,17,16,8,8
7970,1,3,2,17,16,8,8
7971,1,0,1,9,9,3,3
7972,1,0,1,9,9,3,3
7973,2,2,2,14,14,2,2
7974,2,2,2,19,19,8,8
7975,1,2,2,9,9,6,5
7976,1,2,2,9,9,6,5
7977,1,2,1,13,13,8,8
7978,1,3,2,18,15,8,8
7979,1,3,2,18,15,8,8
7980,2,2,2,20,20,5,5
7981,1,2,2,14,13,8,3
7982,1,2,2,14,13,8,3
7983,2,2,2,12,12,8,8
7984,1,2,1,19,19,5,5
7985,1,2,2,10,11,8,5
7986,1,2,2,10,11,8,5
7987,1,2,2,9,9,6,6
7988,1,2,2,9,9,6,6
7989,1,2,1,19,19,8,8
7990,1,2,2,10,9,5,4
7991,1,2,2,10,9,5,4
7992,1,2,2,15,16,8,5
7993,1,2,2,15,16,8,5
7994,2,3,1,14,8,8,3
7995,2,3,1,14,8,8,3
7996,2,2,2,20,12,8,5
7997,2,2,2,20,12,8,5
7998,2,3,1,15,18,8,8
7999,2,3,1,15,18,8,8
8000,1,2,2,20,20,8,5
8001,1,2,2,20,20,8,5
8002,1,2,2,11,12,6,6
8003,1,2,2,11,12,6,6
8004,1,2,2,13,13,8,8
8005,1,2,2,13,13,8,8
8006,2,3,1,14,15,8,4
8007,2,3,1,14,15,8,4
8008,1,2,1,17,17,8,8
8009,1,2,1,11,10,8,6
8010,1,2,1,11,10,8,6
8011,1,5,2,14,14,8,7
8012,1,5,2,14,14,8,7
8013,1,3,1,18,18,8,8
8014,1,2,1,16,16,8,8
8015,1,3,1,15,15,8,8
8016,1,2,1,21,21,5,5
8017,1,2,1,16,16,8,8
8018,2,3,1,17,15,8,5
8019,2,3,1,17,15,8,5
8020,1,2,1,20,20,8,8
8021,2,4,1,14,14,8,8
8022,2,4,1,14,14,8,8
8023,2,2,2,15,15,8,8
8024,2,2,2,15,15,5,5
8025,1,5,1,17,17,8,8
8026,2,1,2,17,17,5,5
8027,1,3,2,18,17,8,7
8028,1,3,2,18,17,8,7
8029,2,3,1,16,17,8,8
8030,2,3,1,16,17,8,8
8031,1,2,2,13,14,7,3
8032,1,2,2,13,14,7,3
8033,1,2,2,15,15,8,7
8034,1,2,2,15,15,8,7
8035,1,2,1,14,14,8,8
8036,1,3,2,15,15,8,7
8037,1,3,2,15,15,8,7
8038,2,2,1,15,14,8,5
8039,2,2,1,15,14,8,5
8040,1,3,1,15,15,8,8
8041,1,2,1,15,9,7,1
8042,1,2,1,15,9,7,1
8043,1,3,2,15,15,8,6
8044,1,3,2,15,15,8,6
8045,2,2,2,17,17,5,5
8046,2,2,2,12,12,8,8
8047,2,2,1,13,13,8,7
8048,1,2,2,14,15,8,5
8049,1,3,2,11,11,8,8
8050,2,2,1,13,14,6,5
8051,2,2,1,15,10,8,8
8052,1,2,2,10,10,8,5
8053,1,2,2,16,16,6,2
8054,1,2,2,15,15,8,6
8055,1,2,2,10,10,8,5
8056,1,3,2,19,16,4,3
8057,1,3,2,15,15,8,2
8058,2,2,1,11,11,8,5
8059,1,3,2,15,15,8,8
8060,2,2,1,18,20,8,5
8061,1,2,2,14,13,6,4
8062,2,1,1,15,9,8,1
8063,2,2,1,14,16,8,1
8064,1,2,2,9,9,5,3
8065,1,2,2,9,9,8,6
8066,1,2,2,15,15,8,2
8067,1,4,1,15,7,8,3
8068,1,2,2,17,15,8,6
8069,1,2,2,19,17,4,3
8070,1,2,2,19,18,8,3
8071,1,2,2,12,11,8,6
8072,2,3,1,14,15,6,1
8073,1,2,2,9,9,8,7
8074,2,2,1,12,11,8,4
8075,1,2,2,15,14,8,8
8076,1,2,1,10,9,7,6
8077,1,5,2,14,14,8,1
8078,1,2,2,12,14,8,8
8079,1,2,1,15,13,8,4
8080,1,2,2,14,13,8,5
8081,2,2,1,15,15,6,6
8082,1,3,1,14,5,8,3
8083,1,2,2,12,11,7,3
8084,1,2,2,9,8,5,4
8085,2,2,1,16,18,8,7
8086,1,2,2,15,15,8,5
8087,1,0,2,14,8,4,1
8088,1,4,2,14,13,8,3
8089,1,2,2,16,15,8,1
8090,1,2,2,11,11,8,7
8091,1,3,2,14,14,8,8
8092,2,2,1,14,15,8,8
8093,1,2,2,17,16,7,7
8094,1,2,2,15,13,8,2
8095,1,1,2,19,19,4,2
8096,1,2,2,9,10,8,7
8097,1,2,2,17,15,8,6
8098,1,3,2,17,16,8,8
8099,1,3,2,19,18,6,3
8100,1,2,2,13,12,8,8
8101,2,2,1,14,9,8,6
8102,1,2,2,14,14,8,6
8103,2,2,1,14,14,6,5
8104,2,2,1,14,16,8,8
8105,1,3,2,14,13,8,8
8106,1,2,2,15,16,6,5
8107,2,2,1,9,10,6,1
8108,2,2,1,16,15,8,8
8109,2,2,2,15,9,8,6
8110,1,3,2,15,15,8,6
8111,2,2,1,13,14,5,4
8112,1,3,2,15,14,8,7
8113,2,2,1,8,9,5,4
8114,2,2,2,16,8,8,1
8115,2,2,1,13,9,8,3
8116,2,2,1,13,12,8,8
8117,2,2,1,13,14,8,8
8118,1,3,2,15,14,8,3
8119,1,2,2,12,12,8,8
8120,1,3,1,14,13,8,8
8121,1,2,2,9,8,8,5
8122,1,2,2,13,12,8,5
8123,2,2,1,14,16,8,8
8124,2,6,1,16,14,8,8
8125,2,3,1,16,16,8,8
8126,1,3,2,15,15,8,7
8127,1,2,2,11,12,8,8
8128,1,2,2,8,9,5,4
8129,2,2,1,16,16,7,3
8130,1,2,2,10,10,8,8
8131,2,3,1,16,17,8,6
8132,1,2,2,15,15,8,7
8133,1,4,2,15,15,8,6
8134,2,3,1,12,13,8,8
8135,1,2,2,13,13,8,7
8136,1,2,2,11,10,8,5
8137,1,2,2,15,14,8,1
8138,2,3,1,14,14,8,8
8139,1,2,2,17,17,8,5
8140,2,2,1,10,10,8,8
8141,1,2,2,11,10,8,8
8142,2,1,1,9,10,1,1
8143,2,3,1,14,15,8,5
8144,1,2,2,15,15,5,2
8145,2,2,1,8,8,5,5
8146,1,2,2,15,15,8,4
8147,1,4,1,17,17,8,8
8148,2,2,2,18,18,7,7
8149,2,3,2,16,16,8,8
8150,1,2,1,10,10,8,8
8151,1,2,2,15,15,8,6
8152,1,2,2,15,15,8,6
8153,1,2,2,15,15,8,6
8154,1,2,1,20,20,8,8
8155,1,1,2,9,9,8,4
8156,1,1,2,9,9,8,4
8157,1,1,2,9,9,8,4
8158,2,2,2,19,19,8,8
8159,2,2,1,13,14,8,5
8160,2,2,1,13,14,8,5
8161,2,2,1,13,14,8,5
8162,1,2,1,15,15,8,8
8163,1,2,1,17,17,5,5
8164,1,1,1,20,13,8,1
8165,1,1,1,20,13,8,1
8166,1,1,1,20,13,8,1
8167,1,2,2,14,17,8,6
8168,1,2,2,14,17,8,6
8169,1,2,2,14,17,8,6
8170,1,1,1,11,11,8,8
8171,1,1,2,17,15,8,8
8172,1,1,2,17,15,8,8
8173,1,1,2,17,15,8,8
8174,2,2,1,10,12,4,4
8175,2,2,1,10,12,4,4
8176,2,2,1,10,12,4,4
8177,1,5,2,15,15,6,6
8178,1,5,2,15,15,6,6
8179,1,5,2,15,15,6,6
8180,2,1,2,15,15,4,4
8181,1,2,1,16,16,8,8
8182,1,2,2,19,18,8,4
8183,1,2,2,19,18,8,4
8184,1,2,2,19,18,8,4
8185,1,2,2,9,9,8,4
8186,1,2,2,9,9,8,4
8187,1,2,2,9,9,8,4
8188,2,3,2,17,17,4,4
8189,2,3,1,10,9,8,6
8190,2,3,1,10,9,8,6
8191,2,3,1,10,9,8,6
8192,1,2,1,16,16,8,8
8193,2,3,1,15,16,8,8
8194,2,3,1,15,16,8,8
8195,2,3,1,15,16,8,8
8196,2,2,1,14,15,6,3
8197,2,2,1,14,15,6,3
8198,2,2,1,14,15,6,3
8199,2,3,2,14,14,8,8
8200,1,2,1,8,9,5,3
8201,1,2,1,8,9,5,3
8202,1,2,1,8,9,5,3
8203,2,0,2,13,18,2,1
8204,2,0,2,13,18,2,1
8205,2,0,2,13,18,2,1
8206,1,2,2,19,17,8,3
8207,1,2,2,19,17,8,3
8208,1,2,2,19,17,8,3
8209,1,2,2,14,14,8,6
8210,1,2,2,14,14,8,6
8211,1,2,2,14,14,8,6
8212,2,3,2,14,14,8,8
8213,1,3,2,15,14,6,5
8214,1,3,2,15,14,6,5
8215,1,3,2,15,14,6,5
8216,2,2,2,15,15,8,8
8217,2,1,2,20,15,7,4
8218,2,1,2,20,15,7,4
8219,2,1,2,20,15,7,4
8220,1,3,2,15,9,8,2
8221,1,3,2,15,9,8,2
8222,1,3,2,15,9,8,2
8223,2,2,2,15,15,8,8
8224,2,2,1,14,16,8,3
8225,2,2,1,14,16,8,3
8226,2,2,1,14,16,8,3
8227,1,2,2,9,9,6,5
8228,1,2,2,9,9,6,5
8229,1,2,2,9,9,6,5
8230,1,2,2,19,19,8,3
8231,1,2,2,19,19,8,3
8232,1,2,2,19,19,8,3
8233,1,1,2,9,8,5,5
8234,1,1,2,9,8,5,5
8235,1,1,2,9,8,5,5
8236,1,1,1,17,17,4,4
8237,2,5,1,9,9,8,8
8238,2,5,1,9,9,8,8
8239,2,5,1,9,9,8,8
8240,1,1,2,9,9,8,3
8241,1,1,2,9,9,8,3
8242,1,1,2,9,9,8,3
8243,2,2,2,19,19,8,8
8244,1,5,1,14,14,6,6
8245,1,2,1,21,21,2,2
8246,2,2,1,12,11,8,8
8247,2,2,1,12,11,8,8
8248,2,2,1,12,11,8,8
8249,1,2,2,15,9,8,4
8250,1,2,2,15,9,8,4
8251,1,2,2,15,9,8,4
8252,1,2,1,19,19,3,3
8253,1,2,2,15,15,8,7
8254,1,2,2,15,15,8,7
8255,1,2,2,15,15,8,7
8256,2,2,2,11,11,7,7
8257,1,2,1,17,17,8,8
8258,2,2,1,15,13,8,4
8259,2,2,1,15,13,8,4
8260,2,2,1,15,13,8,4
8261,1,2,2,19,18,8,3
8262,1,2,2,19,18,8,3
8263,1,2,2,19,18,8,3
8264,1,2,2,15,15,8,8
8265,1,2,2,15,15,8,8
8266,1,2,2,15,15,8,8
8267,2,1,1,14,14,3,3
8268,2,1,1,14,14,3,3
8269,2,1,1,14,14,3,3
8270,1,3,1,18,18,8,8
8271,2,2,2,18,18,8,8
8272,2,2,2,15,15,5,5
8273,2,2,2,17,17,5,5
8274,1,2,1,20,20,8,8
8275,1,2,1,18,18,8,8
8276,1,2,1,17,17,6,6
8277,2,2,1,11,11,8,8
8278,2,2,1,11,11,8,8
8279,2,2,1,11,11,8,8
8280,1,4,2,9,10,3,1
8281,1,4,2,9,10,3,1
8282,1,4,2,9,10,3,1
8283,1,2,2,12,12,8,8
8284,1,2,2,12,12,8,8
8285,1,2,2,12,12,8,8
8286,2,2,1,15,15,8,4
8287,2,2,1,15,15,8,4
8288,2,2,1,15,15,8,4
8289,1,2,1,19,19,7,7
8290,1,1,1,14,14,8,8
8291,1,2,1,15,15,8,8
8292,1,2,2,14,14,8,6
8293,1,2,2,14,14,8,6
8294,1,2,2,14,14,8,6
8295,1,4,2,14,13,8,6
8296,1,4,2,14,13,8,6
8297,1,4,2,14,13,8,6
8298,1,1,1,16,16,4,4
8299,2,1,2,12,12,5,5
8300,2,2,1,14,9,8,1
8301,2,2,1,14,9,8,1
8302,2,2,1,14,9,8,1
8303,2,2,2,16,16,8,8
8304,2,4,1,15,15,8,1
8305,2,4,1,15,15,8,1
8306,2,4,1,15,15,8,1
8307,1,2,2,14,14,6,2
8308,1,2,2,14,14,6,2
8309,1,2,2,14,14,6,2
8310,1,2,1,21,21,8,8
8311,2,2,1,14,13,6,5
8312,2,2,1,14,13,6,5
8313,2,2,1,14,13,6,5
8314,2,1,2,10,10,3,3
8315,2,1,2,15,15,3,3
8316,2,2,2,19,19,7,7
8317,1,1,1,15,15,4,4
8318,1,1,2,10,9,8,8
8319,1,1,2,10,9,8,8
8320,1,1,2,10,9,8,8
8321,1,3,1,13,13,8,8
8322,2,2,2,9,9,8,8
8323,1,2,1,14,14,8,8
8324,1,2,2,17,16,8,5
8325,1,2,2,17,16,8,5
8326,1,2,2,17,16,8,5
8327,1,2,2,10,9,6,6
8328,1,2,2,10,9,6,6
8329,1,2,2,10,9,6,6
8330,1,3,2,15,16,8,8
8331,1,3,2,15,16,8,8
8332,1,3,2,15,16,8,8
8333,1,5,2,15,15,8,5
8334,1,5,2,15,15,8,5
8335,1,5,2,15,15,8,5
8336,1,1,1,15,15,8,8
8337,1,2,1,16,16,8,8
8338,1,2,1,13,13,5,5
8339,1,2,1,14,14,7,7
8340,2,1,2,14,14,2,2
8341,1,3,1,15,15,8,8
8342,1,2,1,15,15,8,8
8343,1,2,1,15,15,8,8
8344,2,3,2,15,15,5,5
8345,2,4,1,14,14,5,5
8346,2,4,1,14,14,5,5
8347,2,4,1,14,14,5,5
8348,1,3,1,21,21,7,7
8349,1,1,1,15,15,8,8
8350,2,2,1,9,9,8,5
8351,2,2,1,9,9,8,5
8352,2,2,1,9,9,8,5
8353,1,2,1,10,10,8,8
8354,1,2,2,17,18,8,5
8355,1,2,2,17,18,8,5
8356,1,2,2,17,18,8,5
8357,1,3,2,9,9,5,4
8358,1,3,2,9,9,5,4
8359,1,3,2,9,9,5,4
8360,2,2,2,10,10,6,6
8361,1,2,2,15,15,8,8
8362,1,2,2,15,15,8,8
8363,1,2,2,15,15,8,8
8364,2,1,1,15,15,6,3
8365,2,1,1,15,15,6,3
8366,2,1,1,15,15,6,3
8367,1,3,1,15,15,8,8
8368,1,2,2,16,14,8,7
8369,1,2,2,16,14,8,7
8370,1,2,2,16,14,8,7
8371,2,3,2,14,14,6,6
8372,1,2,2,11,10,5,5
8373,1,2,2,11,10,5,5
8374,1,2,2,11,10,5,5
8375,2,1,2,14,14,8,8
8376,2,2,1,10,10,8,7
8377,2,2,1,10,10,8,7
8378,2,2,1,10,10,8,7
8379,1,2,2,15,12,8,7
8380,1,2,2,15,12,8,7
8381,1,2,2,15,12,8,7
8382,2,1,2,17,17,5,5
8383,1,2,1,20,20,8,8
8384,1,2,2,15,15,8,3
8385,1,2,2,15,15,8,3
8386,1,2,2,15,15,8,3
8387,1,2,1,18,18,7,7
8388,1,2,1,23,23,8,8
8389,2,3,2,18,18,8,8
8390,1,2,2,8,9,5,1
8391,1,2,2,8,9,5,1
8392,1,2,2,8,9,5,1
8393,2,3,1,8,9,2,1
8394,2,3,1,8,9,2,1
8395,2,3,1,8,9,2,1
8396,2,2,1,14,13,7,5
8397,2,2,1,14,13,7,5
8398,2,2,1,14,13,7,5
8399,2,1,2,11,11,8,8
8400,2,3,2,15,13,8,8
8401,2,3,2,15,13,8,8
8402,2,3,2,15,13,8,8
8403,1,4,2,10,10,8,7
8404,1,4,2,10,10,8,7
8405,1,4,2,10,10,8,7
8406,2,2,2,17,17,5,5
8407,2,2,2,18,18,5,5
8408,1,2,2,18,18,8,5
8409,1,2,2,18,18,8,5
8410,1,2,2,18,18,8,5
8411,1,2,2,15,15,8,8
8412,1,2,2,15,15,8,8
8413,1,2,2,15,15,8,8
8414,1,2,1,21,21,5,5
8415,1,2,2,10,9,8,4
8416,1,2,2,10,9,8,4
8417,1,2,2,10,9,8,4
8418,2,2,2,16,16,8,8
8419,2,2,2,17,17,5,5
8420,1,3,2,15,14,2,2
8421,1,3,2,15,14,2,2
8422,1,3,2,15,14,2,2
8423,1,2,1,17,17,4,4
8424,1,2,2,11,11,8,8
8425,1,2,2,11,11,8,8
8426,1,2,2,11,11,8,8
8427,2,2,2,15,15,8,8
8428,1,2,2,20,17,6,4
8429,1,2,2,20,17,6,4
8430,1,2,2,20,17,6,4
8431,2,3,2,16,16,3,3
8432,1,2,2,13,14,5,5
8433,1,2,2,13,14,5,5
8434,1,2,2,13,14,5,5
8435,1,2,1,17,17,8,8
8436,1,3,2,15,14,8,8
8437,1,3,2,15,14,8,8
8438,1,3,2,15,14,8,8
8439,1,2,1,13,13,6,6
8440,2,2,1,14,15,8,8
8441,2,2,1,14,15,8,8
8442,2,2,1,14,15,8,8
8443,2,2,1,15,12,8,8
8444,2,2,1,15,12,8,8
8445,2,2,1,15,12,8,8
8446,2,1,1,10,10,6,5
8447,2,1,1,10,10,6,5
8448,2,1,1,10,10,6,5
8449,1,3,1,20,20,8,8
8450,2,2,1,8,8,6,4
8451,2,2,1,8,8,6,4
8452,2,2,1,8,8,6,4
8453,1,2,1,10,10,8,8
8454,1,2,1,21,21,2,2
8455,2,2,1,15,10,8,2
8456,2,2,1,15,10,8,2
8457,2,2,1,15,10,8,2
8458,1,2,2,14,13,8,1
8459,1,2,2,14,13,8,1
8460,1,2,2,14,13,8,1
8461,1,1,1,10,10,8,8
8462,2,2,2,9,8,5,4
8463,2,2,2,9,8,5,4
8464,2,2,2,9,8,5,4
8465,1,2,1,20,20,8,8
8466,1,3,2,14,14,8,1
8467,1,3,2,14,14,8,1
8468,1,3,2,14,14,8,1
8469,1,2,2,11,13,8,5
8470,1,2,2,11,13,8,5
8471,1,2,2,11,13,8,5
8472,1,3,2,11,11,8,7
8473,1,3,2,11,11,8,7
8474,1,3,2,11,11,8,7
8475,1,3,2,21,20,8,3
8476,1,3,2,21,20,8,3
8477,1,3,2,21,20,8,3
8478,1,2,1,18,18,8,8
8479,2,2,2,16,16,8,8
8480,1,2,2,17,14,3,1
8481,1,2,2,17,14,3,1
8482,1,2,2,17,14,3,1
8483,2,1,1,14,14,8,7
8484,2,1,1,14,14,8,7
8485,2,1,1,14,14,8,7
8486,2,1,2,19,19,6,6
8487,1,1,1,15,15,8,8
8488,1,2,2,11,11,7,5
8489,1,2,2,11,11,7,5
8490,1,2,2,11,11,7,5
8491,1,2,1,19,19,8,8
8492,2,3,2,16,16,8,8
8493,2,2,1,9,10,8,7
8494,2,2,1,9,10,8,7
8495,2,2,1,9,10,8,7
8496,1,2,1,15,14,8,6
8497,1,2,1,15,14,8,6
8498,1,2,1,15,14,8,6
8499,2,1,2,15,8,5,1
8500,2,1,2,15,8,5,1
8501,2,1,2,15,8,5,1
8502,2,2,2,20,20,6,6
8503,2,2,1,9,10,8,5
8504,2,2,1,9,10,8,5
8505,2,2,1,9,10,8,5
8506,2,2,1,12,12,6,5
8507,2,2,1,12,12,6,5
8508,2,2,1,12,12,6,5
8509,1,2,2,17,16,8,6
8510,1,2,2,17,16,8,6
8511,1,2,2,17,16,8,6
8512,1,2,1,14,14,8,8
8513,1,2,2,13,14,8,8
8514,1,2,2,13,14,8,8
8515,1,2,2,13,14,8,8
8516,1,2,1,18,18,8,8
8517,1,2,2,10,10,8,4
8518,1,2,2,10,10,8,4
8519,1,2,2,10,10,8,4
8520,1,2,2,10,9,8,6
8521,1,2,2,10,9,8,6
8522,1,2,2,10,9,8,6
8523,1,2,2,13,13,8,5
8524,1,2,2,13,13,8,5
8525,1,2,2,13,13,8,5
8526,2,2,2,9,9,4,4
8527,2,2,2,17,17,6,6
8528,2,1,2,9,9,6,6
8529,1,4,1,15,15,8,8
8530,2,2,2,8,8,1,1
8531,2,3,2,13,13,2,2
8532,1,2,1,9,9,4,4
8533,2,2,2,9,9,6,3
8534,2,2,2,9,9,6,3
8535,2,2,2,9,9,6,3
8536,1,1,1,14,14,4,4
8537,1,2,2,15,15,8,5
8538,1,2,2,15,15,8,5
8539,1,2,2,15,15,8,5
8540,1,3,2,20,15,8,6
8541,1,3,2,20,15,8,6
8542,1,3,2,20,15,8,6
8543,2,2,2,17,17,8,8
8544,2,2,2,16,16,8,8
8545,1,2,1,9,11,6,5
8546,1,2,1,9,11,6,5
8547,1,2,1,9,11,6,5
8548,1,5,1,14,14,8,8
8549,1,2,2,18,17,6,4
8550,1,2,2,18,17,6,4
8551,1,2,2,18,17,6,4
8552,1,1,2,10,10,8,6
8553,1,1,2,10,10,8,6
8554,1,1,2,10,10,8,6
8555,1,2,2,15,15,8,6
8556,1,2,2,15,15,8,6
8557,1,2,2,15,15,8,6
8558,1,1,1,12,12,6,6
8559,2,2,2,14,14,6,6
8560,1,3,2,12,15,3,3
8561,1,3,2,12,15,3,3
8562,1,3,2,12,15,3,3
8563,1,2,1,13,13,8,7
8564,1,2,1,13,13,8,7
8565,1,2,1,13,13,8,7
8566,1,1,2,10,18,5,4
8567,1,1,2,10,18,5,4
8568,1,1,2,10,18,5,4
8569,2,2,1,10,11,8,8
8570,2,2,1,10,11,8,8
8571,2,2,1,10,11,8,8
8572,1,2,1,15,15,8,8
8573,1,3,2,15,5,8,1
8574,1,3,2,15,5,8,1
8575,1,3,2,15,5,8,1
8576,1,0,1,15,15,8,8
8577,1,3,1,15,15,8,8
8578,1,0,1,18,18,5,5
8579,1,2,1,18,18,8,8
8580,1,2,1,14,14,3,3
8581,2,1,2,14,14,7,7
8582,1,2,1,11,9,5,5
8583,1,2,1,11,9,5,5
8584,1,2,1,11,9,5,5
8585,1,4,1,14,16,8,6
8586,1,4,1,14,16,8,6
8587,1,4,1,14,16,8,6
8588,2,3,2,15,15,1,1
8589,1,2,2,9,8,6,5
8590,1,2,2,9,8,6,5
8591,1,2,2,9,8,6,5
8592,2,1,2,13,13,8,8
8593,2,2,2,14,14,8,8
8594,1,4,2,15,15,5,2
8595,1,4,2,15,15,5,2
8596,1,4,2,15,15,5,2
8597,1,1,1,12,12,1,1
8598,2,1,2,11,11,6,6
8599,1,1,2,13,14,3,3
8600,1,1,2,13,14,3,3
8601,1,1,2,13,14,3,3
8602,2,2,2,12,12,3,3
8603,2,2,1,15,15,7,5
8604,2,2,1,15,15,7,5
8605,2,2,1,15,15,7,5
8606,1,2,1,8,8,1,1
8607,1,3,2,17,16,8,6
8608,1,3,2,17,16,8,6
8609,1,3,2,17,16,8,6
8610,1,3,1,10,10,1,1
8611,2,2,1,15,16,5,4
8612,2,2,1,15,16,5,4
8613,2,2,1,15,16,5,4
8614,1,2,1,14,14,8,8
8615,2,2,1,15,14,8,1
8616,2,2,1,15,14,8,1
8617,2,2,1,15,14,8,1
8618,1,2,1,15,15,3,3
8619,1,2,1,12,10,5,2
8620,1,2,1,12,10,5,2
8621,1,2,1,12,10,5,2
8622,1,6,1,20,20,2,2
8623,1,3,2,9,15,3,2
8624,1,3,2,9,15,3,2
8625,1,3,2,9,15,3,2
8626,1,2,2,16,15,5,5
8627,1,2,2,16,15,5,5
8628,1,2,2,16,15,5,5
8629,2,1,2,11,11,4,4
8630,1,2,2,16,15,6,1
8631,1,2,2,16,15,6,1
8632,1,2,2,16,15,6,1
8633,1,2,1,13,13,8,8
8634,2,1,2,16,16,3,3
8635,2,3,1,14,15,8,7
8636,2,3,1,14,15,8,7
8637,2,3,1,14,15,8,7
8638,2,3,2,14,14,5,5
8639,2,2,2,13,13,7,7
8640,2,3,1,11,10,7,1
8641,2,3,1,11,10,7,1
8642,2,3,1,11,10,7,1
8643,1,1,1,13,13,3,3
8644,2,3,2,18,18,5,5
8645,1,1,1,11,11,4,4
8646,1,2,1,23,23,3,3
8647,2,2,2,14,14,6,6
8648,1,2,2,16,8,7,3
8649,1,2,2,16,8,7,3
8650,1,2,2,16,8,7,3
8651,1,1,2,15,13,4,3
8652,1,1,2,15,13,4,3
8653,1,1,2,15,13,4,3
8654,2,3,2,19,19,3,3
8655,1,3,1,9,9,6,6
8656,1,2,1,10,10,5,5
8657,1,2,1,9,9,4,4
8658,2,2,1,16,17,8,8
8659,2,2,1,16,17,8,8
8660,2,2,1,16,17,8,8
8661,1,2,1,17,17,7,7
8662,1,2,2,14,15,6,5
8663,1,2,2,14,15,6,5
8664,1,2,2,14,15,6,5
8665,1,2,1,14,14,8,8
8666,2,1,2,13,13,4,4
8667,1,2,2,14,14,6,5
8668,1,2,2,14,14,6,5
8669,1,2,2,14,14,6,5
8670,2,0,2,10,10,1,1
8671,2,2,2,9,8,4,3
8672,2,2,2,9,8,4,3
8673,2,2,2,9,8,4,3
8674,2,3,1,15,14,6,6
8675,2,3,1,15,14,6,6
8676,2,3,1,15,14,6,6
8677,1,2,1,10,10,8,8
8678,2,1,2,9,9,5,5
8679,1,2,2,14,16,7,7
8680,1,2,2,14,16,7,7
8681,1,2,2,14,16,7,7
8682,1,2,2,17,17,8,5
8683,1,2,2,17,17,8,5
8684,1,2,2,17,17,8,5
8685,1,4,2,15,15,7,6
8686,1,4,2,15,15,7,6
8687,1,4,2,15,15,7,6
8688,1,3,2,9,9,6,4
8689,1,3,2,9,9,6,4
8690,1,3,2,9,9,6,4
8691,2,2,2,16,16,2,2
8692,1,2,2,17,19,8,4
8693,1,2,2,17,19,8,4
8694,1,2,2,17,19,8,4
8695,2,2,1,20,9,6,1
8696,2,2,1,20,9,6,1
8697,2,2,1,20,9,6,1
8698,1,2,2,10,11,7,6
8699,1,2,2,10,11,7,6
8700,1,2,2,10,11,7,6
8701,1,2,2,12,12,8,8
8702,1,2,2,12,12,8,8
8703,1,2,2,12,12,8,8
8704,1,3,1,22,22,3,3
8705,2,2,2,15,15,3,3
8706,1,2,2,9,10,6,3
8707,1,2,2,9,10,6,3
8708,1,2,2,9,10,6,3
8709,1,4,1,15,15,8,8
8710,1,1,1,9,9,6,6
8711,1,2,2,14,13,8,8
8712,1,2,2,14,13,8,8
8713,1,2,2,14,13,8,8
8714,2,2,1,13,8,5,3
8715,2,2,1,13,8,5,3
8716,2,2,1,13,8,5,3
8717,1,2,1,14,14,4,4
8718,1,2,1,13,13,6,6
8719,1,1,1,10,10,5,5
8720,2,1,2,9,9,4,4
8721,2,1,2,14,14,8,8
8722,1,1,2,12,12,4,1
8723,1,1,2,12,12,4,1
8724,1,1,2,12,12,4,1
8725,2,2,1,15,13,7,7
8726,2,2,1,15,13,7,7
8727,2,2,1,15,13,7,7
8728,1,2,2,9,9,8,8
8729,1,2,2,9,9,8,8
8730,1,2,2,9,9,8,8
8731,1,2,1,20,20,7,7
8732,1,4,2,15,15,8,2
8733,1,4,2,15,15,8,2
8734,1,4,2,15,15,8,2
8735,1,2,2,12,15,8,8
8736,1,2,2,12,15,8,8
8737,1,2,2,12,15,8,8
8738,2,4,1,15,14,7,6
8739,2,4,1,15,14,7,6
8740,2,4,1,15,14,7,6
8741,1,2,2,9,8,5,4
8742,1,2,2,9,8,5,4
8743,1,2,2,9,8,5,4
8744,1,2,1,12,12,6,6
8745,1,2,1,11,12,8,8
8746,1,2,1,11,12,8,8
8747,1,2,1,11,12,8,8
8748,2,2,2,14,14,1,1
8749,2,2,2,13,13,8,8
8750,1,2,2,9,8,5,4
8751,1,2,2,9,8,5,4
8752,1,2,2,9,8,5,4
8753,2,2,2,10,10,3,1
8754,2,2,2,10,10,3,1
8755,2,2,2,10,10,3,1
8756,1,2,2,9,9,4,3
8757,1,2,2,9,9,4,3
8758,1,2,2,9,9,4,3
8759,1,2,1,15,15,5,5
8760,2,1,2,12,12,1,1
8761,1,4,1,15,15,8,8
